SampleID	Donor	Species	Bubble	Animal	Date	Gender	Timingofinocu	Diet	SampleType	Actual_inoculum	Time_point	Description
542	ADLT2	mouse	28	26	3-Oct-17	female	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
543	ADLT2	mouse	28	27	3-Oct-17	female	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
544	ADLT2	mouse	28	28	3-Oct-17	female	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
545	ADLT2	mouse	28	29	3-Oct-17	female	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
546	ADLT2	mouse	28	30	3-Oct-17	female	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
547	CHLD2	piglet	4of7	4B	19-Apr-18	male	NA	solid	cecal	NA	at_euthanization	at_euthanization
548	INF1	piglet	7of7	7C	26-Apr-18	female	late	solid	cecal	NA	at_euthanization	at_euthanization
549	NEG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEG	negative_control
550	ELD2	mouse	29	E34	12-Sep-17	male	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
551	ELD2	mouse	29	E35	12-Sep-17	male	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
553	ELD2	mouse	29	31	3-Oct-17	male	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
554	ELD2	mouse	29	32	3-Oct-17	male	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
555	ELD2	mouse	29	33	3-Oct-17	male	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
556	ELD2	mouse	29	34	3-Oct-17	male	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
557	ELD2	mouse	29	35	3-Oct-17	male	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
558	ELD2	mouse	29	36	3-Oct-17	female	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
559	CHLD2	piglet	4of7	4C	19-Apr-18	female	NA	solid	cecal	NA	at_euthanization	at_euthanization
560	INF2	piglet	SF6	SF6A	29-Mar-18	female	early	milk_and_solid	cecal	NA	at_euthanization	at_euthanization
561	NEG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEG	negative_control
562	ELD2	mouse	29	E40	12-Sep-17	female	NA	solid	fecal	NA	4weeks	4weeks_post_inoc
563	INF2	mouse	22	F4	19-Sep-18	male	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
565	ELD2	mouse	29	37	3-Oct-17	female	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
566	ELD2	mouse	29	38	3-Oct-17	female	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
567	ELD2	mouse	29	39	3-Oct-17	female	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
568	ELD2	mouse	29	40	3-Oct-17	female	NA	solid	fecal	NA	at_euthanization	24h_before_euthanization
569	ADLT2	piglet	1of7	1A	26-Apr-18	female	NA	solid	cecal	NA	at_euthanization	at_euthanization
570	ADLT2	piglet	1of7	1B	26-Apr-18	female	NA	solid	cecal	NA	at_euthanization	at_euthanization
571	CHLD1	piglet	5of7	5A	11-Apr-18	NA	NA	solid	cecal	NA	at_euthanization	at_euthanization
572	INF2	piglet	SF6	SF6B	29-Mar-18	female	early	milk_and_solid	cecal	NA	at_euthanization	at_euthanization
573	NEG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEG	negative_control
574	INF2	mouse	22	F9	19-Sep-18	female	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
575	INF2	mouse	22	F10	19-Sep-18	female	NA	solid	fecal	NA	5weeks	5weeks_post_inoc
576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15NEG	NEG	NA	NA	NA	NA	NA	NA	solid	fecal	NA	NEG	negative_control
204SNR2	ELD2	human	NA	NA	10-Aug-17	female	NA	NA	fecal	no	donor	inoculum
216INF2	INF2	human	NA	NA	10-Aug-17	female	NA	NA	fecal	no	donor	inoculum
228CHLD2	CHLD2	human	NA	NA	10-Aug-17	female	NA	NA	fecal	no	donor	inoculum
239INF2	INF2	human	NA	NA	NA	female	NA	NA	fecal	no	donor	cryovial_inoculum
240CHLD1	CHLD1	human	NA	NA	14-Aug-17	male	NA	NA	fecal	yes	donor	inoculum
251SNR2	ELD2	human	NA	NA	NA	female	NA	NA	fecal	no	donor	cryovial_inoculum
252INF1	INF1	human	NA	NA	14-Aug-17	female	NA	NA	fecal	yes	donor	inoculum
263ADLT2	ADLT2	human	NA	NA	10-Aug-17	female	NA	NA	fecal	no	donor	inoculum
264ADLT2	ADLT2	human	NA	NA	NA	female	NA	NA	fecal	no	donor	cryovial_inoculum
275ADLT1	ADLT1	human	NA	NA	14-Aug-17	male	NA	NA	fecal	yes	donor	inoculum
276CHLD2	CHLD2	human	NA	NA	NA	female	NA	NA	fecal	no	donor	cryovial_inoculum
287INF2	INF2	human	NA	NA	10-Aug-17	female	NA	NA	fecal	no	donor	inoculum
288NEG	NEG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEG	negative_control
293NEG	NEG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEG	negative_control
294NEG	NEG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEG	negative_control
374NEG	NEG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEG	negative_control
375NEG	NEG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEG	negative_control
376NEG	NEG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEG	negative_control
379NEG	NEG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEG	negative_control
380NEG	NEG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEG	negative_control
381NEG	NEG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEG	negative_control
382NEG	NEG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEG	negative_control
383NEG	NEG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEG	negative_control
384NEG	NEG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEG	negative_control
57NEG	NEG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEG	negative_control
95NEG	NEG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEG	negative_control
NEG60	NEG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEG	negative_control
NEG72	NEG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEG	negative_control
NEG84	NEG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEG	negative_control
NEG94	NEG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEG	negative_control
NEG96	NEG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEG	negative_control
R2D269	INF2	human	NA	NA	NA	NA	NA	solid	fecal	yes	donor	infant2_inoculum-1_mouse
R2D270	CHLD2	human	NA	NA	NA	NA	NA	solid	fecal	yes	donor	child2_inoculum-1_mouse
R2D271	ADLT2	human	NA	NA	NA	NA	NA	solid	fecal	yes	donor	adlult2_inoculum-1_mouse
R2D272	ELD2	human	NA	NA	NA	NA	NA	solid	fecal	yes	donor	elderly2_inoculum-1_mouse
R2D273	INF2	human	NA	NA	NA	NA	NA	solid	fecal	yes	donor	infant2_inoculum-2_mouse
R2D274	CHLD2	human	NA	NA	NA	NA	NA	solid	fecal	yes	donor	child2_inoculum-2_mouse
R2D275	ADLT2	human	NA	NA	NA	NA	NA	solid	fecal	yes	donor	adlult2_inoculum-2_mouse
R2D276	ELD2	human	NA	NA	NA	NA	NA	solid	fecal	yes	donor	elderly2_inoculum-2_mouse
